Id,Unique visitors total,Daily-Visitors,Weekday-Visitors-Per_day,Weekend-Visitors-Per_day,Weekday-Morning,Weekday-Afternoon,Weekday-Night,Weekend-Morning,Weekend-Afternoon,Weekend-Night,Weekday-Morning-Per_day,Weekday-Afternoon-Per_day,Weekday-Night-Per_day,Weekend-Morning-Per_day,Weekend-Afternoon-Per_day,Weekend-Night-Per_day
101,-0.168020092,-0.410517788,-0.432145942,-0.371252079,-0.45063116,-0.436321323,-0.413399154,-0.391884951,-0.343183985,-0.388138579,-0.45063116,-0.436321323,-0.413399154,-0.391884951,-0.343183985,-0.388138579
102,-0.124735729,-0.439918155,-0.455991789,-0.397565923,-0.461538462,-0.458806298,-0.447880871,-0.372328459,-0.351711027,-0.46705998,-0.461538462,-0.458806298,-0.447880871,-0.372328459,-0.351711027,-0.46705998
103,-0.023729548,-0.25373618,-0.262456841,-0.232263076,-0.28229721,-0.241233123,-0.269102262,-0.225747685,-0.201246661,-0.274569136,-0.28229721,-0.241233123,-0.269102262,-0.225747685,-0.201246661,-0.274569136
104,-0.234266327,-0.4896,-0.493048844,-0.481769075,-0.514177694,-0.4722697,-0.492792205,-0.496768871,-0.45277032,-0.497387289,-0.514177694,-0.4722697,-0.492792205,-0.496768871,-0.45277032,-0.497387289
105,-0.260002975,-0.530043419,-0.515976975,-0.56087626,-0.55439174,-0.488403182,-0.509589215,-0.597363264,-0.533387622,-0.560559441,-0.55439174,-0.488403182,-0.509589215,-0.597363264,-0.533387622,-0.560559441
106,-0.152206764,-0.305434476,-0.321992481,-0.265792878,-0.344386181,-0.310340542,-0.31437037,-0.29375765,-0.225715626,-0.284171552,-0.344386181,-0.310340542,-0.31437037,-0.29375765,-0.225715626,-0.284171552
107,-0.257578214,-0.554860577,-0.559842744,-0.542147655,-0.581047382,-0.541171435,-0.559182849,-0.55014218,-0.533090416,-0.544019934,-0.581047382,-0.541171435,-0.559182849,-0.55014218,-0.533090416,-0.544019934
108,-0.291776705,-0.508268721,-0.504704957,-0.516955057,-0.522676454,-0.502353083,-0.491864369,-0.530525847,-0.503828254,-0.521323893,-0.522676454,-0.502353083,-0.491864369,-0.530525847,-0.503828254,-0.521323893
109,-0.146914789,-0.422727809,-0.447177,-0.370616464,-0.468581688,-0.409573214,-0.469356873,-0.404632153,-0.294976385,-0.448488587,-0.468581688,-0.409573214,-0.469356873,-0.404632153,-0.294976385,-0.448488587
110,-0.063576757,-0.219100326,-0.239053614,-0.177894839,-0.270126354,-0.213784921,-0.248531543,-0.174580137,-0.163896533,-0.198997642,-0.270126354,-0.213784921,-0.248531543,-0.174580137,-0.163896533,-0.198997642
111,-0.166022613,-0.393463829,-0.387357154,-0.407114937,-0.432429286,-0.356583994,-0.378672032,-0.428308824,-0.362523437,-0.435215178,-0.432429286,-0.356583994,-0.378672032,-0.428308824,-0.362523437,-0.435215178
112,-0.183549296,-0.463599164,-0.463796891,-0.463153997,-0.488195991,-0.452646138,-0.452366218,-0.478018144,-0.453763765,-0.459645368,-0.488195991,-0.452646138,-0.452366218,-0.478018144,-0.453763765,-0.459645368
113,0.12431843,-0.373627729,-0.391506304,-0.321789322,-0.421080792,-0.388437218,-0.366580977,-0.467768595,-0.196335079,-0.332394366,-0.421080792,-0.388437218,-0.366580977,-0.467768595,-0.196335079,-0.332394366
114,-0.189768348,-0.42033335,-0.421543954,-0.41771473,-0.448244714,-0.418634381,-0.402261712,-0.456867791,-0.379788287,-0.424098325,-0.448244714,-0.418634381,-0.402261712,-0.456867791,-0.379788287,-0.424098325
115,0.48330702,0.384600633,0.358915551,0.444613293,0.315371469,0.407671592,0.316084675,0.439741036,0.467675378,0.401722201,0.315371469,0.407671592,0.316084675,0.439741036,0.467675378,0.401722201
116,-0.031109735,-0.401498181,-0.48919219,-0.234655844,-0.512881881,-0.492535552,-0.462599757,-0.399827437,-0.083799892,-0.332692043,-0.512881881,-0.492535552,-0.462599757,-0.399827437,-0.083799892,-0.332692043
117,0.518991175,0.352365793,0.330976564,0.406114719,0.321318498,0.357690722,0.293440363,0.436797368,0.436147074,0.307824756,0.321318498,0.357690722,0.293440363,0.436797368,0.436147074,0.307824756
118,0.014603342,-0.315447128,-0.321041682,-0.303273144,-0.408726311,-0.285398305,-0.291187375,-0.422718009,-0.22246941,-0.306579751,-0.408726311,-0.285398305,-0.291187375,-0.422718009,-0.22246941,-0.306579751
119,-0.467554077,-0.866987952,-0.872791519,-0.851502652,-0.898853675,-0.844054581,-0.876494024,-0.822463768,-0.890310786,-0.842809365,-0.898853675,-0.844054581,-0.876494024,-0.822463768,-0.890310786,-0.842809365
120,-0.085367278,-0.337193316,-0.370812871,-0.250142342,-0.401347897,-0.351648352,-0.362187292,-0.268774704,-0.194,-0.298115363,-0.401347897,-0.351648352,-0.362187292,-0.268774704,-0.194,-0.298115363
121,-0.054631129,-0.345958466,-0.370188786,-0.29183712,-0.430909864,-0.308953,-0.39961117,-0.331540737,-0.231083288,-0.353795106,-0.430909864,-0.308953,-0.39961117,-0.331540737,-0.231083288,-0.353795106
122,0.26255675,0.140881814,0.116270428,0.206030341,0.119504049,0.064245534,0.171019709,0.239119683,0.185380021,0.197440486,0.119504049,0.064245534,0.171019709,0.239119683,0.185380021,0.197440486
123,0.080412014,-0.243155921,-0.263919692,-0.183623382,-0.317134831,-0.233905985,-0.256291474,-0.251442704,-0.116174402,-0.208850151,-0.317134831,-0.233905985,-0.256291474,-0.251442704,-0.116174402,-0.208850151
124,-0.051737238,-0.237107428,-0.241179873,-0.227546072,-0.251774448,-0.244099021,-0.229114027,-0.272773929,-0.184715396,-0.24539061,-0.251774448,-0.244099021,-0.229114027,-0.272773929,-0.184715396,-0.24539061
125,-0.254988914,-0.511192644,-0.499840072,-0.538157645,-0.518097942,-0.489742241,-0.493033667,-0.557599105,-0.508504143,-0.550845596,-0.518097942,-0.489742241,-0.493033667,-0.557599105,-0.508504143,-0.550845596
126,-0.069435995,-0.245725655,-0.263030689,-0.199524537,-0.306174766,-0.267286292,-0.221209373,-0.205457203,-0.215351812,-0.17860509,-0.306174766,-0.267286292,-0.221209373,-0.205457203,-0.215351812,-0.17860509
127,-0.022757697,-0.286029537,-0.274312704,-0.313475177,-0.323866518,-0.185103708,-0.336270472,-0.357825868,-0.262893082,-0.336549002,-0.323866518,-0.185103708,-0.336270472,-0.357825868,-0.262893082,-0.336549002
128,-0.37013307,-0.617172369,-0.606989229,-0.646864366,-0.615701628,-0.61179868,-0.594597147,-0.663581232,-0.629484305,-0.649553571,-0.615701628,-0.61179868,-0.594597147,-0.663581232,-0.629484305,-0.649553571
129,-0.162634274,-0.440532694,-0.45278549,-0.409572307,-0.471534145,-0.453705159,-0.434887759,-0.439313369,-0.37181588,-0.424299358,-0.471534145,-0.453705159,-0.434887759,-0.439313369,-0.37181588,-0.424299358
130,-0.150871357,-0.414213938,-0.421242145,-0.399034056,-0.467011343,-0.420222504,-0.386047077,-0.44273227,-0.383140402,-0.381851681,-0.467011343,-0.420222504,-0.386047077,-0.44273227,-0.383140402,-0.381851681
131,-0.128848679,-0.437695866,-0.440601314,-0.429498147,-0.447231693,-0.447037828,-0.427217019,-0.438402819,-0.400479138,-0.452063425,-0.447231693,-0.447037828,-0.427217019,-0.438402819,-0.400479138,-0.452063425
132,-0.06037585,-0.410722044,-0.438684432,-0.352728468,-0.48657272,-0.409529412,-0.426486149,-0.450848518,-0.235966073,-0.425490702,-0.48657272,-0.409529412,-0.426486149,-0.450848518,-0.235966073,-0.425490702
133,-0.090600227,-0.373324384,-0.390230753,-0.331649944,-0.399497001,-0.41182921,-0.356455988,-0.357083679,-0.290899143,-0.353742641,-0.399497001,-0.41182921,-0.356455988,-0.357083679,-0.290899143,-0.353742641
134,0.003041719,-0.224452328,-0.245356622,-0.173286845,-0.321663956,-0.209456983,-0.231489276,-0.207583164,-0.13317612,-0.201345432,-0.321663956,-0.209456983,-0.231489276,-0.207583164,-0.13317612,-0.201345432
135,-0.178787693,-0.42703496,-0.436601937,-0.405715555,-0.45549574,-0.435967997,-0.420323649,-0.414802916,-0.402332668,-0.401318588,-0.45549574,-0.435967997,-0.420323649,-0.414802916,-0.402332668,-0.401318588
136,-0.130198212,-0.409701463,-0.428081996,-0.367212249,-0.429979916,-0.425935596,-0.428389763,-0.366244726,-0.331013148,-0.403816794,-0.429979916,-0.425935596,-0.428389763,-0.366244726,-0.331013148,-0.403816794
137,0.252650177,-0.243728545,-0.232999154,-0.272550292,-0.285371703,-0.171845276,-0.256576439,-0.347678369,-0.191452991,-0.300291545,-0.285371703,-0.171845276,-0.256576439,-0.347678369,-0.191452991,-0.300291545
138,0.308056872,0.313940724,0.297129558,0.354596623,0.20661157,0.355072464,0.299465241,0.436893204,0.36026936,0.278195489,0.20661157,0.355072464,0.299465241,0.436893204,0.36026936,0.278195489
139,0.071059432,0.217100532,0.171713225,0.343784079,0.17816092,0.088808844,0.273494563,0.452695829,0.278821363,0.329566855,0.17816092,0.088808844,0.273494563,0.452695829,0.278821363,0.329566855
140,-0.005021521,-0.311929723,-0.324427435,-0.281276583,-0.375446169,-0.296334316,-0.31143851,-0.326697633,-0.200603535,-0.345251999,-0.375446169,-0.296334316,-0.31143851,-0.326697633,-0.200603535,-0.345251999
141,-0.366284201,-0.628357327,-0.643846653,-0.589700626,-0.664442052,-0.642570537,-0.626104871,-0.594746717,-0.572479314,-0.603835979,-0.664442052,-0.642570537,-0.626104871,-0.594746717,-0.572479314,-0.603835979
142,-0.109579273,-0.423458189,-0.454113967,-0.364896193,-0.49026087,-0.441655082,-0.434391851,-0.407865987,-0.302642114,-0.40077821,-0.49026087,-0.441655082,-0.434391851,-0.407865987,-0.302642114,-0.40077821
143,-0.23030842,-0.498570303,-0.50762405,-0.478001448,-0.532348276,-0.487764098,-0.505148782,-0.508915761,-0.456722492,-0.475519226,-0.532348276,-0.487764098,-0.505148782,-0.508915761,-0.456722492,-0.475519226
144,-0.191766923,-0.494112504,-0.497397826,-0.484905357,-0.504689087,-0.490712413,-0.497415646,-0.485637494,-0.464694656,-0.504057428,-0.504689087,-0.490712413,-0.497415646,-0.485637494,-0.464694656,-0.504057428
145,-0.317106616,-0.685505329,-0.686271232,-0.68375251,-0.704683124,-0.671612395,-0.682833661,-0.704329461,-0.667279672,-0.680986696,-0.704683124,-0.671612395,-0.682833661,-0.704329461,-0.667279672,-0.680986696
146,-0.170537743,-0.407708339,-0.40717162,-0.408891143,-0.425220305,-0.392022658,-0.405385583,-0.413166691,-0.399629972,-0.415119852,-0.425220305,-0.392022658,-0.405385583,-0.413166691,-0.399629972,-0.415119852
147,-0.08328202,-0.406642717,-0.434447105,-0.346915445,-0.450596513,-0.426164343,-0.428041619,-0.390233424,-0.27244518,-0.400153022,-0.450596513,-0.426164343,-0.428041619,-0.390233424,-0.27244518,-0.400153022
148,-0.308416716,-0.528032977,-0.538883806,-0.505259643,-0.556424158,-0.534508934,-0.527125506,-0.53550543,-0.46762925,-0.518201808,-0.556424158,-0.534508934,-0.527125506,-0.53550543,-0.46762925,-0.518201808
149,-0.308496484,-0.55238845,-0.555565751,-0.542486775,-0.556985473,-0.554851146,-0.554987925,-0.552351097,-0.521286923,-0.55465368,-0.556985473,-0.554851146,-0.554987925,-0.552351097,-0.521286923,-0.55465368
150,-0.232459654,-0.482350288,-0.472306355,-0.507385282,-0.48984729,-0.483088896,-0.444470718,-0.517683466,-0.485791091,-0.519360116,-0.48984729,-0.483088896,-0.444470718,-0.517683466,-0.485791091,-0.519360116
151,-0.308852226,-0.534715839,-0.530058076,-0.546352941,-0.536047082,-0.539050822,-0.51569916,-0.548236515,-0.518393139,-0.572484876,-0.536047082,-0.539050822,-0.51569916,-0.548236515,-0.518393139,-0.572484876
152,-0.175262742,-0.423441784,-0.428913384,-0.409981462,-0.441617491,-0.428925686,-0.416962094,-0.403382243,-0.426588898,-0.398215223,-0.441617491,-0.428925686,-0.416962094,-0.403382243,-0.426588898,-0.398215223
153,-0.102737226,-0.329164028,-0.328985905,-0.329564145,-0.341200767,-0.324027244,-0.322974473,-0.328854436,-0.323710762,-0.336607828,-0.341200767,-0.324027244,-0.322974473,-0.328854436,-0.323710762,-0.336607828
154,0.045924804,-0.267059732,-0.294802159,-0.203142718,-0.333488075,-0.265142914,-0.291406774,-0.214730878,-0.175553214,-0.225251781,-0.333488075,-0.265142914,-0.291406774,-0.214730878,-0.175553214,-0.225251781
155,-0.339066979,-0.57907714,-0.577071714,-0.583814458,-0.587029498,-0.586256707,-0.555156703,-0.587526577,-0.573431734,-0.593591126,-0.587029498,-0.586256707,-0.555156703,-0.587526577,-0.573431734,-0.593591126
156,-0.189262107,-0.402476814,-0.406645292,-0.393552353,-0.420229086,-0.408745899,-0.393061548,-0.402505695,-0.364072645,-0.417316456,-0.420229086,-0.408745899,-0.393061548,-0.402505695,-0.364072645,-0.417316456
157,-0.272080941,-0.545575727,-0.537695031,-0.566477339,-0.576722914,-0.49876594,-0.556924883,-0.58098754,-0.553931599,-0.570253373,-0.576722914,-0.49876594,-0.556924883,-0.58098754,-0.553931599,-0.570253373
158,0.037703995,-0.481525593,-0.493427212,-0.45049795,-0.500404204,-0.48789158,-0.492256637,-0.448149281,-0.431798436,-0.471022727,-0.500404204,-0.48789158,-0.492256637,-0.448149281,-0.431798436,-0.471022727
159,0.088460221,-0.292637228,-0.304099505,-0.26180111,-0.30204878,-0.288390856,-0.32350905,-0.263452915,-0.249386352,-0.272771913,-0.30204878,-0.288390856,-0.32350905,-0.263452915,-0.249386352,-0.272771913
160,-0.228055783,-0.447052947,-0.438387499,-0.464852331,-0.445132786,-0.436808704,-0.434065709,-0.47959799,-0.44956249,-0.468446602,-0.445132786,-0.436808704,-0.434065709,-0.47959799,-0.44956249,-0.468446602
161,-0.241335171,-0.466438052,-0.464555577,-0.470931662,-0.48199196,-0.451100949,-0.461809119,-0.502062079,-0.441257051,-0.478388278,-0.48199196,-0.451100949,-0.461809119,-0.502062079,-0.441257051,-0.478388278
162,-0.196242351,-0.397910167,-0.41148656,-0.368959901,-0.445561981,-0.367924528,-0.432822463,-0.43168,-0.306107566,-0.403689003,-0.445561981,-0.367924528,-0.432822463,-0.43168,-0.306107566,-0.403689003
163,-0.23889511,-0.479584015,-0.480690332,-0.476959408,-0.501925763,-0.460909867,-0.480108741,-0.469392012,-0.476630385,-0.484002219,-0.501925763,-0.460909867,-0.480108741,-0.469392012,-0.476630385,-0.484002219
164,-0.174687079,-0.388327059,-0.391185002,-0.382142201,-0.413676065,-0.377658007,-0.384107294,-0.398461376,-0.357760731,-0.395327531,-0.413676065,-0.377658007,-0.384107294,-0.398461376,-0.357760731,-0.395327531
165,-0.232184276,-0.369330977,-0.397201767,-0.302484399,-0.405570812,-0.401767694,-0.384558931,-0.295011291,-0.282101167,-0.32974609,-0.405570812,-0.401767694,-0.384558931,-0.295011291,-0.282101167,-0.32974609
166,-0.224240597,-0.517949238,-0.516795941,-0.52057661,-0.535620767,-0.498960595,-0.515549998,-0.539991063,-0.506471893,-0.518522101,-0.535620767,-0.498960595,-0.515549998,-0.539991063,-0.506471893,-0.518522101
167,-0.380048662,-0.613862213,-0.60157734,-0.641802472,-0.625065509,-0.583964237,-0.596741628,-0.654643666,-0.638070985,-0.633780332,-0.625065509,-0.583964237,-0.596741628,-0.654643666,-0.638070985,-0.633780332
168,-0.242351614,-0.405012751,-0.412007063,-0.388674057,-0.422754491,-0.417721519,-0.395591319,-0.382324992,-0.381656805,-0.401125795,-0.422754491,-0.417721519,-0.395591319,-0.382324992,-0.381656805,-0.401125795
169,-0.210212088,-0.504994858,-0.513877053,-0.485011012,-0.534191325,-0.498495917,-0.509940892,-0.501499443,-0.463860797,-0.49183734,-0.534191325,-0.498495917,-0.509940892,-0.501499443,-0.463860797,-0.49183734
170,-0.146248161,-0.368754422,-0.367404857,-0.372297545,-0.378643709,-0.365093614,-0.359434629,-0.36574359,-0.360910031,-0.389503247,-0.378643709,-0.365093614,-0.359434629,-0.36574359,-0.360910031,-0.389503247
171,-0.215826603,-0.475269236,-0.485059712,-0.45570545,-0.514542529,-0.467589193,-0.475319094,-0.471383803,-0.422951275,-0.475022332,-0.514542529,-0.467589193,-0.475319094,-0.471383803,-0.422951275,-0.475022332
172,-0.094079853,-0.429807053,-0.450607405,-0.373078068,-0.476326624,-0.440803936,-0.436337936,-0.360467056,-0.356417112,-0.403020787,-0.476326624,-0.440803936,-0.436337936,-0.360467056,-0.356417112,-0.403020787
173,-0.139752407,-0.48451771,-0.485881028,-0.48144698,-0.501102455,-0.489818083,-0.468422786,-0.500421088,-0.443286867,-0.503880688,-0.501102455,-0.489818083,-0.468422786,-0.500421088,-0.443286867,-0.503880688
174,-0.138367638,-0.421820475,-0.437546229,-0.384269151,-0.456189726,-0.431233747,-0.426623707,-0.379554562,-0.374003579,-0.398907104,-0.456189726,-0.431233747,-0.426623707,-0.379554562,-0.374003579,-0.398907104
175,-0.161086503,-0.40359989,-0.406263603,-0.398164142,-0.434369401,-0.381914331,-0.405184746,-0.425554017,-0.375855425,-0.399554694,-0.434369401,-0.381914331,-0.405184746,-0.425554017,-0.375855425,-0.399554694
176,-0.212870678,-0.440822482,-0.443304906,-0.434473084,-0.460755252,-0.435100098,-0.435148926,-0.442817294,-0.426526148,-0.435298894,-0.460755252,-0.435100098,-0.435148926,-0.442817294,-0.426526148,-0.435298894
177,-0.290254461,-0.564714062,-0.555516916,-0.586150996,-0.570794355,-0.555815142,-0.541406754,-0.611899669,-0.552797034,-0.598717516,-0.570794355,-0.555815142,-0.541406754,-0.611899669,-0.552797034,-0.598717516
178,-0.060840628,-0.318552146,-0.331598717,-0.289426562,-0.344945487,-0.330581395,-0.321314146,-0.322929543,-0.228480581,-0.331408321,-0.344945487,-0.330581395,-0.321314146,-0.322929543,-0.228480581,-0.331408321
179,-0.193479423,-0.430900794,-0.446136585,-0.393425325,-0.472072439,-0.439633896,-0.42830566,-0.388044048,-0.391212654,-0.400495458,-0.472072439,-0.439633896,-0.42830566,-0.388044048,-0.391212654,-0.400495458
180,-0.027656477,-0.481212121,-0.564732143,-0.262079063,-0.613240418,-0.514049587,-0.569331158,-0.284090909,-0.19858156,-0.324444444,-0.613240418,-0.514049587,-0.569331158,-0.284090909,-0.19858156,-0.324444444
181,-0.139271974,-0.374382308,-0.36645809,-0.392184894,-0.381334583,-0.3591857,-0.360908856,-0.407676204,-0.365776417,-0.408473783,-0.381334583,-0.3591857,-0.360908856,-0.407676204,-0.365776417,-0.408473783
182,-0.199828749,-0.41677179,-0.428371455,-0.390561741,-0.444246209,-0.427956619,-0.414940656,-0.399173374,-0.363957597,-0.410556656,-0.444246209,-0.427956619,-0.414940656,-0.399173374,-0.363957597,-0.410556656
183,-0.331865443,-0.588788639,-0.591154509,-0.583150835,-0.600477623,-0.573081982,-0.599471468,-0.583424448,-0.580939172,-0.585136218,-0.600477623,-0.573081982,-0.599471468,-0.583424448,-0.580939172,-0.585136218
184,-0.275794621,-0.513759532,-0.521652864,-0.495446813,-0.519860907,-0.517730496,-0.526839932,-0.470809793,-0.500146671,-0.513831666,-0.519860907,-0.517730496,-0.526839932,-0.470809793,-0.500146671,-0.513831666
185,-0.24040404,-0.669319187,-0.662909465,-0.683628456,-0.673937217,-0.6513019,-0.66314481,-0.68231462,-0.665485736,-0.702521313,-0.673937217,-0.6513019,-0.66314481,-0.68231462,-0.665485736,-0.702521313
186,-0.206814848,-0.493770714,-0.488057868,-0.50768975,-0.525005366,-0.461689587,-0.479406919,-0.554282441,-0.430620937,-0.552121658,-0.525005366,-0.461689587,-0.479406919,-0.554282441,-0.430620937,-0.552121658
187,-0.181988743,-0.462560956,-0.476191858,-0.433904715,-0.499587421,-0.470477218,-0.460777215,-0.445228969,-0.406317901,-0.453878599,-0.499587421,-0.470477218,-0.460777215,-0.445228969,-0.406317901,-0.453878599
188,-0.271161975,-0.495286423,-0.488680895,-0.511253768,-0.511263095,-0.476596111,-0.481953502,-0.539402768,-0.467759672,-0.53911741,-0.511263095,-0.476596111,-0.481953502,-0.539402768,-0.467759672,-0.53911741
189,-0.255891393,-0.593218124,-0.594621583,-0.589890425,-0.610607536,-0.584460631,-0.590246454,-0.621693625,-0.562587685,-0.591126175,-0.610607536,-0.584460631,-0.590246454,-0.621693625,-0.562587685,-0.591126175
190,-0.254473161,-0.693118594,-0.702449889,-0.675213675,-0.71408351,-0.678688525,-0.715206186,-0.748917749,-0.598583235,-0.6925,-0.71408351,-0.678688525,-0.715206186,-0.748917749,-0.598583235,-0.6925
191,-0.075904162,-0.391211918,-0.437584476,-0.293777575,-0.52389398,-0.397682577,-0.4275403,-0.350022553,-0.241893645,-0.332007293,-0.52389398,-0.397682577,-0.4275403,-0.350022553,-0.241893645,-0.332007293
192,-0.040300546,-0.437147977,-0.396142018,-0.527079501,-0.423971377,-0.344680851,-0.419003115,-0.593085106,-0.456171735,-0.538551402,-0.423971377,-0.344680851,-0.419003115,-0.593085106,-0.456171735,-0.538551402
193,-0.090628616,-0.313323869,-0.326905248,-0.27676566,-0.339438339,-0.357656732,-0.282476506,-0.270245678,-0.276568502,-0.282317979,-0.339438339,-0.357656732,-0.282476506,-0.270245678,-0.276568502,-0.282317979
