id,coordinates,name,rating,review_count,price_level,category
4fi8kAEOPKcX7hYUMbMb0Q,POINT (-0.202107 51.485802),Elegant Nails,3.5,3,2,beautysvc
9ezjpkv2sxY-5RVLFfn_iQ,POINT (-0.2456321 51.6154101),HC Medspa,3.5,3,2,beautysvc
BPfZMB2DDNBzVaCw9nwx_Q,POINT (-0.1060753 51.5202894),Antimony Balance,4,3,2,beautysvc
cNilEZ8dXG2jNWcVUI7w6g,POINT (-0.1408092 51.5148422),Salon Skincare,1,3,2,beautysvc
cJAuWOwk0zYL9dPJaJ-E_g,POINT (-0.0777967 51.5261002),Muku Hair,4,3,2,beautysvc
cjNKjLe3dC7TqKJjcsGZhQ,POINT (-0.133858948073029 51.4969835610995),Why Not Hairdressing,4.5,3,2,beautysvc
RDqWvqRPUUCS6embMyf3Pg,POINT (-0.0720020788743324 51.5003502781583),Vervena,4.5,3,2,beautysvc
srO1BaaS1FdVGmCh0HZ6_g,POINT (-0.26844 51.5085077),Salon 100,2,3,2,beautysvc
GvPaFetVejNuX-R7yJXtdQ,POINT (-0.004756 51.459958),Dak Sheens,2,3,2,beautysvc
IIJYmHNdbd9Eubw9YYP5zQ,POINT (-0.143883 51.5151677),The Body Shop,4.5,3,2,beautysvc
N-KiehOMK4Jmt9y6aMuH6A,POINT (-0.18041 51.547426),Nail Studio,3.5,3,2,beautysvc
em3gbKTLsYS2wG83PPtjzg,POINT (-0.2466001 51.4934973),Pampering Palace,2.5,3,2,beautysvc
D0SA2wQSOr9jSNmEGeTgcw,POINT (-0.143933 51.540702),A.S.K Tattoo & Piercing,2.5,3,2,beautysvc
BXce8vzwA1inLp-D5Vp2iA,POINT (-0.137389 51.516995),Czaro,4.5,3,2,beautysvc
8Mx34AIDH4IcfP9h7oe_Hw,POINT (-0.053995 51.4392985),Village Way Hairdressers,4,3,2,beautysvc
TvH0dcfY9kO1kH5Hv40-gQ,POINT (-0.178841 51.525667),Nail Spa,2.5,3,2,beautysvc
nwWQV7KrxglzNWiU4MfNaA,POINT (-0.1178633 51.521249),Flexi Nail Bar,1.5,3,2,beautysvc
7YStOmtyB_3nMN5zBdAHSg,POINT (-0.08187999999999999 51.417865),The Little Escape,4.5,3,2,beautysvc
U4a2nBwUWxrn3CA-0otEQA,POINT (-0.1352098 51.499121),Pall Mall Barbers,3.5,3,2,beautysvc
y3jA_D6h1gqWluTyu6KwCA,POINT (-0.1420264 51.5747986),Butterfly Hair & Beauty,2,3,2,beautysvc
LQnFhSQUL6eM-azkTY8X4Q,POINT (-0.22128 51.507578),MAC,1.5,3,2,beautysvc
ZJ91-Qdak36mLTwNo7C9_w,POINT (-0.0981212024466913 51.3741427622263),RUSH Hair Croydon,5,3,2,beautysvc
UllChjUn3K4lPVJyGL1x0Q,POINT (-0.19110906869173 51.5476292016514),Esquire,2.5,3,2,beautysvc
1DUN77ZFfyGap-Yzk0QbbA,POINT (-0.0665877680853663 51.4658687406542),Blue Tit,3,3,2,beautysvc
gJYoFM2qiAp0koWY2RAcJw,POINT (-0.178604 51.557272),Gary Ingham Lifestyle Salon & Spa,4.5,3,2,beautysvc
qFqkzbTcePka1ULVrpCqBA,POINT (-0.123898 51.508569),The Legends Barber Shop,3.5,3,2,beautysvc
AgOmrGajTIlqplFe2eQQVw,POINT (-0.0994718 51.5612584),Zoraza,5,3,2,beautysvc
tazIhsRvWsSTWJNLI6Qd0g,POINT (-0.0064994 51.558124),Snip 'N' Shape,5,3,2,beautysvc
ViydpG4B5pjLG7WuIIemIw,POINT (-0.1094396 51.5335276),Hair Base,4.5,3,2,beautysvc
yR5DYK3rJsbfH2EssA3d1w,POINT (-0.14804 51.448388),Orao,3.5,3,2,beautysvc
Z-NRyE6EUUIS-IJZVUVoNA,POINT (-0.2034243 51.4868392),Smithy's United Art of Hair,2.5,3,2,beautysvc
zNs7zafPZlsO2b30PUq5NA,POINT (-0.162707 51.520002),Nail Station,3.5,3,2,beautysvc
jWuBV7Y-RxzLf5seeMAF7Q,POINT (-0.0576707207866392 51.5279207179833),Allure Hair & Beauty,3.5,3,2,beautysvc
o7fa0Drjf-K51cxGWCNxHg,POINT (-0.0747679 51.5568352),Sinem Hair & Beauty,2.5,3,2,beautysvc
I3ZFoNBuOJppgHROZ527Sg,POINT (-0.123212 51.51275),Boots,4.5,3,2,beautysvc
CGeAiX79EZOjY6QUMIXQZQ,POINT (-0.1832791 51.5163649),Beautopia,4.5,3,2,beautysvc
0RV3R1vS8XYrNf_exUL5NA,POINT (-0.000816676 51.5417),Lush,4,3,2,beautysvc
Ntm9yPOqnjmphenzwq-ibw,POINT (-0.1252669 51.5071646),Thai Square Spa,5,3,2,beautysvc
4df8Ty1dn-MIyKlFrz_AWw,POINT (-0.124111175537109 51.5799764991946),Petter Pharmacy,4.5,3,2,beautysvc
QaI4LQtJKgjHsl76SMfi_A,POINT (-0.1475376 51.4519792),Usa Star Nails,2.5,3,2,beautysvc
B_EyMBqin7iu8aYo1UdThA,POINT (-0.118063 51.521506),Clear Light Clinic,3.5,3,2,beautysvc
f9YzcPTY1ofEtcGXDmuEsQ,POINT (-0.0237596 51.5078875),Kleins Hair and Beauty,3.5,3,2,beautysvc
WXV-qBigLH_a4t5EsHBxWg,POINT (-0.140399 51.521997),Cleveland Hair & Beauty,3.5,3,2,beautysvc
npgwTgO6-2RyzORBXikWFw,POINT (-0.1584696 51.5229451),Prana,3,3,2,beautysvc
1arWkil5XSLmH4yPbrkU2A,POINT (-0.144481003284454 51.5410919189453),Camden Piercing & Tattoo Studio,3.5,3,2,beautysvc
gGpYAMWAB-pg-DUeABjLGQ,POINT (-0.0867011 51.5115794),Treatments At Bank,3,3,2,beautysvc
4o6re7JGW4xnd_Awy6E_uA,POINT (-0.2172392 51.4227386),Headmasters,4,3,2,beautysvc
t7TzBdR3jm-EjdlJRsZxOg,POINT (-0.134068 51.514325),The Wacky Haircutters,4.5,3,2,beautysvc
D-PG2S1LJ0rhcHfCUF-koQ,POINT (-0.122481003403664 51.5805244445801),Perfection,3,3,2,beautysvc
OQg-JppItGg5SG6_XRjgyg,POINT (-0.0999191 51.4734272),Michaels Hair & Beauty,5,3,2,beautysvc
_kTBQpYZHfO_elTJ5_Te9g,POINT (-0.082672 51.515043),Beauty Bizz,2.5,3,2,beautysvc
#NAME?,POINT (-0.1739408 51.4852104),Julie Nails,4,3,2,beautysvc
ORZP8-T32TQTJgHJUeWOKg,POINT (-0.110545 51.4839),Phoenix Beauty Point,4.5,3,2,beautysvc
o0iL7z3VDR9HqVV2qDTLeQ,POINT (-0.147371 51.541999),The Farcyde,3.5,3,2,beautysvc
3Ax9ka4ssE9HJcLtddaZyA,POINT (-0.07456599999999999 51.546102),Smooth You Hair & Beauty,3.5,3,2,beautysvc
Lvadc9ws88F_sH97ys-eTw,POINT (-0.1176069 51.4373872),Share My Haven,3.5,3,2,beautysvc
CaHOEiw_0NBeo9KUdmAgAg,POINT (-0.2085689 51.4729483),Crew Experience Barbering & Grooming -Fulham,3,3,2,beautysvc
B2DbyIwkbDaXtR4TXtg5hg,POINT (-0.1983862 51.4806723),Wax Bar Fulham,5,3,2,beautysvc
X0NSfioXK2l2TAQtHkdOew,POINT (-0.119133 51.532962),Ying Thai Massage and Beauty,4.5,3,2,beautysvc
YBzO94gv6PZayszv3kWV1Q,POINT (-0.07452899962663651 51.5591087341309),Horc & Co,3.5,3,2,beautysvc
wW4pg3ox810YSORrefB69g,POINT (-0.069636 51.515881),Pearl Hair & Beauty,5,3,2,beautysvc
v1tuqC5hqh7zJypLlzAaJg,POINT (-0.1402005 51.5119052),HQ Hair & Beauty Store,4.5,3,2,beautysvc
hE1RzR9kQiVH5buOsJztaw,POINT (-0.156705381919591 51.5138557384998),Boots,2.5,3,2,beautysvc
8bbDPktIFk6N61sLdEGLwA,POINT (-0.0964103 51.4889984),Hair Hunters,2,3,2,beautysvc
VjILqEumS9PJkEBZ35lcAA,POINT (-0.025299 51.5097853),Scintillate Unisex Salon,1,2,2,beautysvc
XcFJO9dXOY-G5Gp88V1KJA,POINT (-0.1732473 51.4233702),Head Hunters Hair & Beauty Salon,1.5,2,2,beautysvc
KIZlRKdAN56u7JKSS3-lkg,POINT (-0.188599 51.461387),The Body Shop,3,2,2,beautysvc
2Y6_QE6mkJ2_s8VuttxucQ,POINT (-0.125691319439953 51.5313925931298),Rituals,4,2,2,beautysvc
aSkLVW_0xv-k-R2QdpWQ0Q,POINT (-0.201555 51.517703),MYZ Beauty Boutique,4.5,2,2,beautysvc
MxI9xgEAi4R1MfZ4zqvIdw,POINT (-0.1436399 51.5226446),Innanch Hair & Nails,3.5,2,2,beautysvc
E41NZldo9OKtXRl7M5rx-g,POINT (-0.0553981 51.5422),U S A Nails & Beauty Supplies,2,2,2,beautysvc
MimJSCU3DiaGAjCBuePpng,POINT (-0.14213921548741 51.5398360317282),Salon Sin,5,2,2,beautysvc
K1jQjgDowPdOrB0SQi4_8Q,POINT (-0.18442 51.486265),The Chelsea Spa,4,2,2,beautysvc
0AzmDraLaJsx2AJsNnhY5w,POINT (-0.01785680252542 51.5046269464044),Boots,3.5,2,2,beautysvc
VkYtb5-m7gEz3p40HPxuHQ,POINT (-0.078622 51.517782),Ten Health & Fitness,4.5,2,2,beautysvc
18mrSQ4TefNYnvMoWt02Dw,POINT (-0.156898 51.5208967),Aurora Spa,4.5,2,2,beautysvc
E070L1SkQlfvXJ446yV0qQ,POINT (-0.0932289 51.5247421),The Legend Barbers,5,2,2,beautysvc
V8H5APr7j8GT3XYjht1fXQ,POINT (-0.193089 51.695401),Potters Barbers,3,2,2,beautysvc
wr9HQ2BXgJ0eIZiuMJKfbg,POINT (-0.2669195 51.4931865),The You Clinic,3.5,2,2,beautysvc
_mFOCV2A9trwFoCkTN7Jew,POINT (-0.255176991224289 51.490119934082),Tony G,5,2,2,beautysvc
P122ipS0aTgrAvf0WklxTg,POINT (-0.101672 51.3851071),Sims Tattoos,5,2,2,beautysvc
GzMbmd_3U8o3vNLg9ePHpw,POINT (-0.108682 51.549583),Haunted Tattoos,4.5,2,2,beautysvc
CCPb3b8gWMRzhDnSRFQ8ZQ,POINT (-0.1033756 51.537418),Hikari,5,2,2,beautysvc
CCPb3b8gWMRzhDnSRFQ8ZQ,POINT (-0.1033756 51.537418),Hikari,5,2,2,beautysvc
vsojBv5pHMMcfLElx0qU9w,POINT (-0.123282302354208 51.5605385521895),The Sarc,4,2,2,beautysvc
sXXqcgdRoDZ3oinue1zang,POINT (-0.016903 51.443753),Simply Sofisticated,5,2,2,beautysvc
iTE5UKThJeWj62wlQ7WNxw,POINT (-0.2054281 51.5360779),Cutting Crew,5,2,2,beautysvc
qOtmgBG0zqUWbkoEHzb_zA,POINT (-0.153420767459338 51.5146135887485),Cowshed Selfridges,3.5,2,2,beautysvc
GzMbmd_3U8o3vNLg9ePHpw,POINT (-0.108682 51.549583),Haunted Tattoos,4.5,2,2,beautysvc
tMXf2cmnhLqoJqNwQRhk8Q,POINT (-0.0271699 51.4432654),Envy Hair Salon,1,2,2,beautysvc
ENbEho4E46nApg7moF6zuw,POINT (-0.114632 51.461795),Boots,3,2,2,beautysvc
eaD0A1elnBzWOKrTtgWvRA,POINT (-0.1000159 51.5728114),Male Masseur London Mobile or Outcall Services,5,2,2,beautysvc
f5b_TzYjN2FFxaiMhX8luw,POINT (-0.1405436 51.4248314),PuraTouch London,5,2,2,beautysvc
qO9LAAj_HUYaJjr4rc8eFA,POINT (-0.06166 51.4982876),The Lounge Hair & Beauty Salon,4.5,2,2,beautysvc
trms4_eYdXa2-tR817u9zw,POINT (-0.1582779 51.5408841),"Rasayana, Ayurvedic Therapies and Wellness",5,2,2,beautysvc
KnrX31b6CGgtRQrxG9eMJg,POINT (-0.053809 51.419479),Ooh La Laa,2,2,2,beautysvc
3GRNj9urepUtBet9zd6dcA,POINT (-0.1508261 51.5161668),Sashmara Beauty,5,2,2,beautysvc
3hbFolDEfugq9JQz7h_SGQ,POINT (-0.1481514 51.5910799),Studio Stage Door,4,2,2,beautysvc
J2s4ebb8yUYpNjUCYLSl0A,POINT (-0.215181 51.460086),Physio 4 Life,4,2,2,beautysvc
G32krUhkLQsS1RybbU06QQ,POINT (-0.075796 51.547537),Shaba Hair & Cosmetics,3,2,2,beautysvc
A-wlglWn-lsdZzRQWP-isw,POINT (-0.177145 51.6134372),Thai 10 Therapy,5,2,2,beautysvc
YNvRDBP-QpTb5KPFo9Tu3A,POINT (-0.1224082 51.5171609),Hairazor,3,2,2,beautysvc
RJKVxj19rWkdkTiz2xO64Q,POINT (-0.2412946 51.4936959),Chic Touch,1,2,2,beautysvc
N_Cqsbu21uCg5QdRmzJ4UA,POINT (-0.183003 51.494763),Boots,3.5,2,2,beautysvc
PB_oLMKuMaXGCQ1WHWeFcw,POINT (-0.1336623 51.5149096),Superior Massage London,4.5,2,2,beautysvc
pPvw97L6aAGCAojSPiKX9Q,POINT (-0.166316002607346 51.5148696899414),Fe,3,2,2,beautysvc
lVs4qIeomrDRGvI1701aqQ,POINT (-0.212229 51.479986),Beautiful World,1.5,2,2,beautysvc
rNktu5v0M267-OPERUsxHg,POINT (-0.020462 51.5869833),Malibu Salon,2,2,2,beautysvc
9vaIQBCetWdidec1N0wTMA,POINT (-0.127016574144363 51.5000152587891),PuraTouch Covent Garden,5,2,2,beautysvc
#NAME?,POINT (-0.1161118 51.4626936),Images,3.5,2,2,beautysvc
rs2U_nQ-QEI6W6TIqqxPQg,POINT (-0.144833 51.589861),Sanrizz,3,2,2,beautysvc
BPo-qk4YnnyntJnXB0TDBQ,POINT (-0.148288 51.5191575),Courthouse clinics,5,2,2,beautysvc
7dyumgOZDIiQbKcnlSbhyw,POINT (-0.1335892 51.4970613),RUSH Hair Victoria,4,2,2,beautysvc
a9iviq4NcD3LpbRS32ZVwA,POINT (-0.1100945 51.5210751),Clerkenwells Hair & Beauty,5,2,2,beautysvc
zm-FF7qfEc-v62jH2OvOqw,POINT (-0.08531660000000001 51.5023727),The Shiatsu Guy,5,2,2,beautysvc
IE1PXNZ7INUHU4tgbIbQMg,POINT (-0.0122642 51.477282),Daiva's Hair Studio,5,2,2,beautysvc
oP0TijV20BAmiqbC2U7KSg,POINT (-0.13293 51.550259),Glitz Unisex Hair Salon,4.5,2,2,beautysvc
RFn0AzWI9AW8dV0iKG0-ww,POINT (-0.0195233509070568 51.5036459414129),ADAM,3.5,2,2,beautysvc
IHxVTPNr4G3qPfqTIQGkcw,POINT (-0.049844 51.425801),Over The Top Hairdresser,5,2,2,beautysvc
CZoPCN5EemXyo-Xa8zZOtg,POINT (-0.251718 51.598921),Lash Angel,5,2,2,beautysvc
v9TqZgxYntYPvxu5x1tMnQ,POINT (-0.17508 51.474765),Metamorphosis Hair Salon,5,2,2,beautysvc
iw3ogCF5NycITvvhVqTGJQ,POINT (-0.147757 51.521152),Landmark,5,2,2,beautysvc
GC6v0TWms1BKKapM6Xostg,POINT (-0.195119 51.515757),Om Thai Massage & Spa,5,2,2,beautysvc
JsIYVUOcv8atogo3dnm1vw,POINT (-0.157268 51.514053),Superdrug Stores,3,2,2,beautysvc
mp0ul0REihSe__lJAuvhTQ,POINT (-0.2028117 51.472333),Grafton & Koch,5,2,2,beautysvc
gxT0cV9JnDym5_CLamnkeQ,POINT (-0.141518 51.494165),Amber Beauty at The Therapy Suite,3,2,2,beautysvc
QJagarC1KIrrTeM1BdRYaA,POINT (-0.1338631 51.5311291),D Max,4.5,2,2,beautysvc
2T0Y9jHuW_1N06pCAaFc1A,POINT (-0.06922200000000001 51.51717),Chisense Fengshui Health and Beauty,5,2,2,beautysvc
bsJyb8TD2vktoF-Kp2FWQw,POINT (-0.1185159 51.4914474),Haus of Hair,5,2,2,beautysvc
ofPiWY0rYkvgphT8qwHR9Q,POINT (-0.2592866 51.4923486),The Tanning Shop,4.5,2,2,beautysvc
3Cmv_DuweXeL4TdLpjG8YQ,POINT (-0.1365437 51.4614357),Hidden Secrets,1,2,2,beautysvc
UBj0HsDuEM5UzVPLCKYarQ,POINT (-0.2141344 51.4644577),ARK Skincare,5,2,2,beautysvc
4yHReKotepq7sNpk8iIH2A,POINT (-0.1103023 51.5027116),Max Hairdresser,2.5,2,2,beautysvc
f7rGM7rpMA3atJweks1tsw,POINT (-0.210631996393204 51.4946823120117),Hammersmith Tattoo,4.5,2,2,beautysvc
dwx0XSG3RrKmVJbTBYF1oA,POINT (-0.1608625 51.5194924),Jspa,1.5,2,2,beautysvc
x9OpYfQGGjPY_-NlKlD6kA,POINT (-0.0680079981684685 51.4698677062988),Pak's Hair & Cosmetics,4.5,2,2,beautysvc
NaqR0HqE4vHfFwnkLxiz9w,POINT (-0.1767433 51.4605026),The Grove Spa,5,2,2,beautysvc
KU2RzqqNoKJtKVZi8sH4Vg,POINT (-0.18120282933001 51.532565509975),Mystique Cuts Unisex Hair Beauty,5,2,2,beautysvc
Buug4Q0WfFz0OWlkCzR64A,POINT (-0.2233327 51.5752658),Regis Salons,2.5,2,2,beautysvc
2d67zcp56ehD0NOoTWp2sg,POINT (-0.0907452 51.4740944),Headnizm 2,2.5,2,2,beautysvc
it3Q3HQHtnvaWs5x8PXDbQ,POINT (0.0007171 51.4838592),Pure Synergie,5,2,2,beautysvc
brhRIp1usjOX3C-o3oqXtw,POINT (-0.234195919049057 51.4930131914622),Primitive Origins Tattoo Studio,5,2,2,beautysvc
FXvSn7FkTImLrJccco1dLQ,POINT (-0.0750724 51.5493458),Kimberley Nails,2.5,2,2,beautysvc
jO5uX6pOnxaejWhwnLuurQ,POINT (-0.08823300000000001 51.518893),Boots,4,2,2,beautysvc
oV4xnK8Mn-g5r7WYE3QRtQ,POINT (-0.2555112 51.4942431),Dove Spa,4,2,2,beautysvc
TvEAX7HzB9qkig37_03K0A,POINT (-0.1292475 51.5155965),A True Love Tattoo,4,2,2,beautysvc
zcSFMxXP8U6Tytrx771Kyg,POINT (-0.130674 51.464526),SoMe Beauty and Wellness,3,2,2,beautysvc
J3Hz4N1UyYR8u5gLxM-CQg,POINT (-0.06994640000000001 51.4722414),Superdrug Stores,3.5,2,2,beautysvc
4B_Zkf9AwPiofay-3POCwA,POINT (-0.1320183 51.5186267206957),Beautyworxs,5,2,2,beautysvc
6lVsEkclaHQbQzfpcGz6kg,POINT (-0.08004699999999999 51.65102),Klassic Nails,3,2,2,beautysvc
HjXIWB74GGdmo0iPoE_FqA,POINT (-0.2222127 51.4878926),Charlies Barber Shop,2.5,2,2,beautysvc
ocgVmbTK-N5Fbgjbt97GOg,POINT (-0.263425 51.33389),Heads Up Male Grooming,4,2,2,beautysvc
CWOb3-kQAHSq77ktQOaNGw,POINT (-0.169351 51.487661),Reflexology & Massage,5,2,2,beautysvc
GBRGD6wIaAYB-cg7BwIkNw,POINT (-0.106479 51.53944),The Angel Laser Clinic,5,2,2,beautysvc
kYDPF80fbPlG9sNvl_A5-w,POINT (-0.034501 51.460523),Blue Tit London,2.5,2,2,beautysvc
v4s4DujNt-nKaFCdEIPQuA,POINT (-0.1928351 51.5025203),HAIRSPACE,5,2,2,beautysvc
0bGG1W8aL6r3wBDj5lrSwA,POINT (-0.1245804 51.4707549),Pulse Pharmacy,2.5,2,2,beautysvc
VrG_FQrcOL_rnzs7nK2KCQ,POINT (-0.127016574144363 51.5000152587891),Perfume Store,3.5,2,2,beautysvc
AUV_KlKUOlOh4SaScx4O9w,POINT (-0.0757999 51.5285034),Butchers Salon,5,2,2,beautysvc
FS5_JUFQx6BAzvrg1Hv8yw,POINT (-0.1068695 51.5481411),Never Too Tanned,2,2,2,beautysvc
jgjDDDzKvcY9jWBrcTn8ZQ,POINT (-0.0743182 51.5595093),Your Beautiful,4,2,2,beautysvc
f-cIp-rAov4U_os6_djLsQ,POINT (-0.119976 51.516109),Browhaus,1,2,2,beautysvc
s0VVYeYJarPJ0W9vW6Q7mg,POINT (-0.1085505 51.5945333),Exquisite Nails,3,2,2,beautysvc
kwLeuxUPSaOfRvTTctbdsQ,POINT (-0.1599795 51.4228651),Exquisite Hair & Beauty Salon,1,2,2,beautysvc
TViI14x9RAGuiEriegL4Yg,POINT (-0.1446807 51.4972232),Nail Paradise at Ryan Hair,3,2,2,beautysvc
Hosqo7VOOdgKbpbZBWDPOw,POINT (-0.0688225544563936 51.5153132511513),Maryam Hair & Beauty,3,2,2,beautysvc
kzTYEldVFiGhEaUpLS84bg,POINT (-0.087321 51.549605),Buzz Hair Therapy,4.5,2,2,beautysvc
UNQM8cyX-1ZsXh_4dcagvA,POINT (-0.125881 51.485544),The Floatworks,4.5,2,2,beautysvc
8KYoHBIy4uarTUJfEPAA8g,POINT (-0.131549 51.493895),Michelle's Hairdressers,4.5,2,2,beautysvc
J2f4QvezAaLn4Rt5dMl0fg,POINT (-0.08427634835243231 51.5102064938687),Grade London,5,2,2,beautysvc
w6TSOSFuFdBOCuRbwbluAQ,POINT (-0.078088 51.562412),Beautify,5,2,2,beautysvc
OdmtNRutFGLlc2oNy1Ashw,POINT (-0.14585 51.506025),The Barber Shop Mayfair ,3,2,2,beautysvc
DB2KiYdQ3Kb2-TF-5cjTNg,POINT (-0.2451813 51.6159337),Claudio's,5,2,2,beautysvc
J_qqvJvLYdI3WND6qEOzdg,POINT (-0.1646362 51.5229016),idealtherapy,3.5,2,2,beautysvc
#NAME?,POINT (-0.153573 51.4658),Life Hair & Beauty,1,2,2,beautysvc
55MmktysEkEjNfANWk7lZA,POINT (-0.190653 51.5384),Conexions,4,2,2,beautysvc
vFv-ttR5ZqeNMn1-vy191Q,POINT (-0.1667801 51.4268303),Hairport,3.5,2,2,beautysvc
vC8KdgyZYozngqZzYd_1pA,POINT (-0.0172531 51.6139602),Silk Trends,3,2,2,beautysvc
ks197HD0Qk4bcKe_eAZ8LQ,POINT (-0.1244333 51.5176808),Hairform,5,2,2,beautysvc
3tNFeAgJ43XKcpiQ3Wy6og,POINT (-0.103367592624993 51.4534323149082),Baigal Beauty Salon,5,2,2,beautysvc
Rz-FYcggdXzv6e4A18Y7TA,POINT (-0.146087 51.517367),M.Y Foot Health Clinic Marion Yau,5,2,2,beautysvc
7Om4jZjoByDZ2nVVf56UnA,POINT (-0.038328 51.40824),Light Touch Beauty Therapy,5,2,2,beautysvc
7Om4jZjoByDZ2nVVf56UnA,POINT (-0.038328 51.40824),Light Touch Beauty Therapy,5,2,2,beautysvc
RbHfdKLhUWB4Zh5RezD0yg,POINT (-0.219956 51.461669),Ellie Hair & Beauty,2.5,2,2,beautysvc
BndRxWxmrlpA8v2R-NE_6Q,POINT (-0.146788 51.511991),Liani Sanneh Hair Extensions,1,2,2,beautysvc
AAT6v4cXbMwBleA9pVH0hg,POINT (-0.2617572 51.3344469),Solippy,3,2,2,beautysvc
e7RwfHgL5WptX4x5AmSe-Q,POINT (-0.2029379 51.4190696),Storm,5,2,2,beautysvc
4x3Hq9lBitjx2XeIEyg_0A,POINT (-0.167958 51.593147),The Massage Rooms,2.5,2,2,beautysvc
xly8AgOULdOcf0Bl5tIT9A,POINT (-0.247891151624741 51.5362113149445),Superdrug Stores,4,2,2,beautysvc
U5FcyqOfmbQpDFx7wDx4dw,POINT (-0.1048732 51.5012193),Hair & Beauty By Jair,4.5,2,2,beautysvc
VHsb8q_tDF8lXqD0HlykOw,POINT (-0.138135 51.534039),Body Massage 2 Go  Independent Massage Therapist,5,2,2,beautysvc
ZLM8VUYkvgXDwJrOYg8Vfg,POINT (-0.09192699999999999 51.502581),Rita's Beauty Treatments,5,2,2,beautysvc
eXuzxgxXN4cvSmnGDAzURw,POINT (-0.105534499197347 51.396482148691),Brigstock Skin and Laser Centre,2,2,2,beautysvc
bLbjnlg5uWpOP4jq1-ZaIA,POINT (-0.1288246 51.5121996),Glamour Hair & Beauty,3,2,2,beautysvc
1dtfCZDdyq2OZt-P8dtYqw,POINT (-0.2659212 51.4649545),Sugar Hair,4,2,2,beautysvc
1ZqoT3TUziNJojoMOCXufQ,POINT (-0.2626199 51.3343697),Skyrah Beauty Salon,4,2,2,beautysvc
x0TGbv0LoizY95_TP4flXQ,POINT (-0.185099 51.537247),Candy Nails,4.5,2,2,beautysvc
EtXdGqt0MSjqkqZj0Hg9hg,POINT (-0.033664 51.459556),Heat,5,2,2,beautysvc
pw7VsoCsNd3wf9QkAbvrcw,POINT (-0.1033731 51.5374852),Olga Mitova,4.5,2,2,beautysvc
vjc_8Dzp1ANBW8lygduE4w,POINT (-0.111678 51.534722),The Little Nail Room,4.5,2,2,beautysvc
rTN3kjbql8WGWW0axg7fDg,POINT (-0.222768609786954 51.4881816661394),Hush Clinic,3,2,2,beautysvc
_zO5fJOAtRYIHTAuElVpDg,POINT (-0.020513 51.44623),Inspire Hair & Beauty Salon,5,2,2,beautysvc
Et4edHX5fgHfBkmxu59tsg,POINT (-0.26832 51.5067406),victoria boorman hairdressers,4.5,2,2,beautysvc
siXXTEgmOr8xQBt-aHWG7A,POINT (-0.1316521 51.5643578),Beautiful,4,2,2,beautysvc
QfHwHu8NPY6OSlwroTacHg,POINT (-0.1047483 51.5144451),The Groomer,4,2,2,beautysvc
l_qgcURDmX9tFIw0aQjcLA,POINT (-0.152786999940872 51.5386238098145),MACS Salon,1,2,2,beautysvc
jv30KeYxDPGpPjAG5_VUCg,POINT (-0.0213905 51.5011412),Laser Active,5,2,2,beautysvc
b4KVO3aKAT6mYIWjyDJmsA,POINT (-0.1761967 51.4932885),The Tanning Shop,3.5,2,2,beautysvc
MGtkztgduKel2mKyjFuNzA,POINT (-0.01533019 51.57639497),Michael's hair styles,4.5,2,2,beautysvc
hDhcz-zuYAAUsTnjuPAiQw,POINT (-0.0880061 51.5007033655419),The Salon,4.5,2,2,beautysvc
ZKHFJkFnJF_cPegtyMPV5A,POINT (-0.1837779 51.4845041),Naya Hair,3.5,2,2,beautysvc
rz8-MYA-95zPuJrKO-0pfA,POINT (-0.15136 51.444223),milano hair and beauty,5,2,2,beautysvc
#NAME?,POINT (-0.269322 51.332439),The Body Shop International,3,2,2,beautysvc
c1MFuMr7VkDHwUgNjxm6Lw,POINT (-0.099568 51.538483),Love your Pet,5,2,2,beautysvc
YA4uXP8uuaDvZXasL2-oLA,POINT (-0.148056 51.570965),Hilltop Beauty Salon,4,2,2,beautysvc
U1tsEl5Ws1t4Bhk0bjdfug,POINT (-0.2638886 51.3345795),Cool Look,3.5,2,2,beautysvc
rAHvFp5uhtGG4uus2AEiWw,POINT (-0.07896499999999999 51.523678),Mie Mani,4.5,2,2,beautysvc
LCr8QGDB5IBPbEAJuxdfpw,POINT (-0.1336119 51.5147719),The Soho Salon,1,2,2,beautysvc
UMAHoj2p6ixMVbBwrSOz4w,POINT (-0.1694437 51.466462),Zenobia,3,2,2,beautysvc
o7GlS10PNQ5P918X3s4x-Q,POINT (-0.1152131 51.5032858),Escape,4,2,2,beautysvc
ymLxxPRKyiC339vcu3nvlQ,POINT (-0.016147 51.504618),Blink Brow Bar,3,2,2,beautysvc
xUdMKZVSAmVXqmBYQzrmzA,POINT (4.61e-05 51.4498141),The Hair & Beauty Station,3,2,2,beautysvc
NhTIKGVhmwRNWMmilwFfVw,POINT (-0.237147368296095 51.296653199495),The Lavender Spa,4,2,2,beautysvc
Qifp-H-HIYvSt_5gGXUHqA,POINT (-0.108858 51.525872),The Klinik,1,2,2,beautysvc
x6sCVemByGiV2N-qnUNH8g,POINT (-0.112963 51.46317),Stella Exclusive,2.5,2,2,beautysvc
BXZl-2ZvKey7qiMhY4mX3g,POINT (-0.2148246 51.4756355),La Durbin Boutique,3,2,2,beautysvc
EYEZBoDY6DChrN-RrO-MZw,POINT (-0.1135776 51.4614906),Myla and Davis,3.5,2,2,beautysvc
